filename,Numeral,Intonation,Speaker
39802.wav,15,bored,9
39803.wav,20,bored,87
39804.wav,19,neutral,147
39805.wav,5,excited,101
39806.wav,7,excited,15
39807.wav,16,question,132
39808.wav,1000000,excited,140
39809.wav,7,excited,50
39810.wav,1000000,bored,136
39811.wav,1000000,bored,75
39813.wav,11,excited,4
39815.wav,1,question,46
39816.wav,1000,question,131
39817.wav,16,neutral,109
39818.wav,1,neutral,146
39819.wav,15,excited,106
39822.wav,13,bored,88
39823.wav,60,neutral,28
39825.wav,40,excited,151
39827.wav,4,neutral,98
39829.wav,6,question,30
39831.wav,18,excited,93
39832.wav,1000000,bored,39
39833.wav,2,question,48
39836.wav,3,bored,18
39839.wav,3,question,46
39840.wav,19,excited,68
39841.wav,16,bored,45
39842.wav,30,question,146
39843.wav,1000,neutral,126
39844.wav,2,bored,95
39845.wav,14,question,42
39846.wav,5,excited,15
39850.wav,18,bored,99
39851.wav,15,bored,63
39852.wav,8,neutral,139
39853.wav,17,neutral,14
39855.wav,7,question,62
39856.wav,17,excited,134
39857.wav,1,excited,104
39858.wav,19,excited,11
39859.wav,3,excited,20
39861.wav,80,neutral,69
39862.wav,5,neutral,139
39864.wav,5,excited,55
39866.wav,9,excited,5
39868.wav,1000000,bored,116
39869.wav,100,excited,84
39870.wav,0,bored,45
39873.wav,13,neutral,143
39874.wav,12,bored,70
39875.wav,14,question,124
39877.wav,13,neutral,103
39878.wav,30,excited,37
39881.wav,8,bored,150
39883.wav,30,question,145
39884.wav,15,bored,84
39885.wav,1,neutral,17
39886.wav,0,question,142
39887.wav,11,bored,63
39888.wav,1000000,neutral,107
39889.wav,1000000,question,10
39890.wav,80,question,64
39891.wav,70,excited,25
39893.wav,15,excited,147
39894.wav,14,question,29
39895.wav,6,neutral,83
39896.wav,100,bored,6
39897.wav,100,bored,130
39898.wav,18,excited,24
39899.wav,2,neutral,69
39900.wav,19,excited,18
39901.wav,11,neutral,139
39902.wav,19,bored,70
39904.wav,60,excited,39
39906.wav,15,excited,145
39907.wav,80,excited,129
39908.wav,13,neutral,25
39909.wav,9,neutral,89
39910.wav,3,bored,146
39911.wav,1000,bored,60
39912.wav,1000000000,neutral,121
39914.wav,12,neutral,87
39915.wav,1000000000,bored,37
39916.wav,18,neutral,50
39917.wav,19,neutral,40
39918.wav,1,neutral,42
39919.wav,1,bored,22
39921.wav,90,question,119
39924.wav,60,bored,57
39925.wav,1,neutral,1
39926.wav,50,neutral,66
39928.wav,40,neutral,46
39929.wav,13,question,5
39930.wav,1000000,excited,82
39933.wav,8,question,147
39935.wav,19,excited,14
39939.wav,7,neutral,21
39942.wav,6,neutral,130
39944.wav,1,question,151
39945.wav,1000000000,question,44
39946.wav,2,neutral,76
39948.wav,3,excited,148
39949.wav,80,excited,104
39950.wav,1000000,excited,32
39951.wav,8,excited,144
39952.wav,15,neutral,56
39953.wav,9,excited,34
39954.wav,18,excited,53
39955.wav,1,neutral,93
39960.wav,10,excited,86
39961.wav,40,neutral,52
39962.wav,40,bored,21
39964.wav,11,question,53
39965.wav,19,neutral,61
39969.wav,1,excited,143
39970.wav,10,excited,129
39973.wav,14,bored,46
39974.wav,14,excited,69
39975.wav,5,question,40
39976.wav,1,excited,86
39978.wav,8,bored,7
39981.wav,11,question,90
39982.wav,19,bored,36
39985.wav,60,neutral,83
39986.wav,13,question,41
39987.wav,9,excited,146
39988.wav,16,bored,51
39989.wav,1000,question,68
39990.wav,17,question,9
39991.wav,11,question,98
39992.wav,6,question,26
39993.wav,40,bored,60
39994.wav,1000,excited,146
39995.wav,1000000,question,136
39997.wav,0,neutral,78
39999.wav,2,bored,11
40002.wav,80,question,2
40003.wav,5,excited,88
40004.wav,100,bored,107
40005.wav,30,neutral,129
40006.wav,7,neutral,44
40009.wav,19,question,26
40011.wav,18,question,103
40014.wav,20,neutral,14
40017.wav,8,bored,26
40019.wav,50,question,73
40020.wav,1000000000,question,94
40021.wav,7,excited,17
40022.wav,1000000000,bored,122
40023.wav,16,excited,102
40024.wav,80,excited,12
40028.wav,50,question,32
40029.wav,15,bored,69
40030.wav,10,excited,48
40031.wav,9,neutral,48
40033.wav,3,question,94
40035.wav,11,excited,11
40036.wav,8,question,31
40037.wav,60,bored,29
40038.wav,19,neutral,104
40039.wav,17,neutral,124
40040.wav,9,bored,14
40041.wav,8,question,130
40042.wav,30,bored,27
40043.wav,3,neutral,7
40044.wav,7,bored,66
40045.wav,18,bored,15
40046.wav,30,bored,69
40047.wav,12,bored,125
40048.wav,7,excited,51
40049.wav,10,excited,39
40050.wav,12,bored,150
40052.wav,1000000,question,115
40055.wav,1000000000,question,52
40057.wav,14,question,96
40058.wav,90,question,91
40059.wav,1000000,bored,107
40060.wav,40,bored,59
40062.wav,90,question,116
40063.wav,2,excited,61
40064.wav,1000,excited,89
40065.wav,30,bored,7
40066.wav,13,question,67
40068.wav,12,neutral,90
40069.wav,2,question,53
40070.wav,14,question,130
40071.wav,9,bored,68
40072.wav,18,neutral,109
40073.wav,50,neutral,52
40075.wav,100,neutral,84
40078.wav,17,bored,125
40079.wav,7,excited,54
40080.wav,60,question,30
40081.wav,4,excited,147
40082.wav,14,bored,60
40083.wav,3,bored,65
40084.wav,40,question,47
40085.wav,13,bored,10
40086.wav,2,question,59
40087.wav,11,excited,22
40088.wav,1000000000,excited,105
40090.wav,8,excited,38
40091.wav,7,bored,114
40092.wav,0,question,79
40093.wav,19,neutral,54
40094.wav,2,neutral,10
40095.wav,1000000000,question,18
40097.wav,1000000000,neutral,17
40098.wav,1,neutral,112
40099.wav,20,bored,84
40101.wav,11,bored,24
40102.wav,8,bored,128
40106.wav,1000000,excited,130
40107.wav,7,neutral,140
40108.wav,18,question,29
40109.wav,100,question,49
40111.wav,30,excited,78
40112.wav,10,neutral,28
40113.wav,7,excited,130
40114.wav,13,bored,23
40116.wav,17,excited,76
40117.wav,6,bored,98
40119.wav,14,bored,37
40120.wav,8,question,13
40121.wav,18,question,54
40122.wav,80,question,29
40123.wav,10,excited,81
40124.wav,10,excited,116
40125.wav,3,bored,44
40126.wav,6,neutral,118
40127.wav,8,excited,110
40130.wav,60,bored,42
40131.wav,19,neutral,35
40132.wav,1000000,question,26
40133.wav,13,bored,23
40135.wav,6,bored,85
40136.wav,11,neutral,47
40137.wav,20,question,16
40138.wav,40,neutral,109
40139.wav,1000,neutral,137
40140.wav,6,bored,63
40141.wav,1000000,neutral,20
40142.wav,18,bored,45
40143.wav,0,bored,138
40144.wav,18,question,151
40145.wav,5,bored,127
40146.wav,8,neutral,101
40148.wav,5,bored,16
40152.wav,17,neutral,46
40154.wav,19,neutral,13
40156.wav,9,neutral,4
40157.wav,1000,question,119
40158.wav,11,bored,117
40159.wav,6,bored,59
40160.wav,30,excited,69
40161.wav,90,neutral,103
40162.wav,17,bored,65
40163.wav,11,excited,57
40164.wav,19,question,45
40166.wav,12,question,10
40167.wav,70,question,93
40169.wav,19,neutral,44
40171.wav,50,bored,91
40173.wav,0,neutral,137
40175.wav,2,question,98
40177.wav,30,bored,44
40178.wav,18,excited,126
40179.wav,20,excited,17
40180.wav,0,bored,9
40181.wav,13,question,36
40183.wav,17,question,33
40184.wav,18,question,1
40186.wav,10,neutral,1
40187.wav,16,question,100
40190.wav,0,question,35
40191.wav,7,question,48
40193.wav,40,neutral,152
40195.wav,4,excited,66
40199.wav,100,bored,136
40200.wav,70,excited,139
40201.wav,13,excited,117
40203.wav,12,neutral,110
40204.wav,30,bored,91
40206.wav,80,neutral,11
40207.wav,6,excited,142
40209.wav,100,neutral,135
40210.wav,13,question,120
40211.wav,15,neutral,135
40213.wav,3,neutral,114
40219.wav,18,excited,55
40220.wav,6,question,62
40221.wav,30,bored,50
40224.wav,80,bored,110
40225.wav,6,neutral,9
40226.wav,12,excited,142
40227.wav,100,bored,121
40228.wav,40,bored,79
40230.wav,13,neutral,72
40231.wav,60,neutral,118
40234.wav,17,excited,19
40235.wav,11,bored,54
40238.wav,1000,bored,78
40239.wav,8,question,35
40240.wav,2,neutral,48
40241.wav,13,question,131
40242.wav,30,question,139
40244.wav,12,question,135
40247.wav,90,bored,150
40251.wav,4,excited,26
40252.wav,1000,neutral,68
40253.wav,40,excited,128
40254.wav,5,neutral,85
40255.wav,90,question,39
40256.wav,17,neutral,96
40257.wav,60,question,132
40263.wav,9,question,34
40265.wav,60,bored,125
40268.wav,8,bored,40
40269.wav,19,question,36
40270.wav,1000000,question,8
40272.wav,60,question,92
40273.wav,12,excited,31
40275.wav,70,excited,1
40277.wav,10,excited,94
40278.wav,40,question,27
40280.wav,30,neutral,125
40282.wav,11,excited,130
40283.wav,20,question,101
40284.wav,60,excited,77
40285.wav,90,excited,3
40286.wav,13,bored,33
40287.wav,11,question,37
40288.wav,90,bored,142
40289.wav,14,question,75
40290.wav,40,excited,141
40291.wav,40,neutral,129
40293.wav,19,question,83
40295.wav,1000,neutral,122
40296.wav,1000,neutral,45
40297.wav,1000000,question,109
40299.wav,10,neutral,144
40300.wav,100,neutral,18
40301.wav,80,neutral,31
40303.wav,2,bored,34
40304.wav,1000,excited,68
40306.wav,40,neutral,40
40310.wav,12,question,15
40314.wav,19,excited,89
40315.wav,50,bored,50
40321.wav,40,neutral,99
40323.wav,30,bored,21
40324.wav,13,neutral,31
40325.wav,13,neutral,35
40327.wav,17,neutral,1
40329.wav,17,neutral,29
40331.wav,60,neutral,99
40332.wav,7,excited,52
40334.wav,4,question,47
40337.wav,60,bored,48
40339.wav,5,excited,27
40341.wav,50,neutral,22
40342.wav,3,neutral,91
40344.wav,19,bored,28
40345.wav,3,excited,70
40346.wav,30,excited,83
40347.wav,7,neutral,9
40348.wav,14,excited,153
40349.wav,1000,excited,81
40350.wav,3,excited,54
40351.wav,60,question,7
40353.wav,4,neutral,132
40354.wav,14,neutral,130
40355.wav,14,excited,96
40356.wav,1000000,bored,98
40357.wav,13,question,153
40358.wav,12,neutral,72
40359.wav,19,neutral,140
40360.wav,1000000,bored,42
40364.wav,7,neutral,49
40365.wav,5,excited,139
40368.wav,6,neutral,103
40369.wav,17,excited,91
40370.wav,4,neutral,21
40372.wav,60,excited,117
40374.wav,13,neutral,8
40376.wav,1,excited,24
40377.wav,4,bored,73
40378.wav,11,excited,18
40379.wav,70,bored,128
40382.wav,5,bored,98
40383.wav,1000,neutral,26
40385.wav,1,excited,63
40386.wav,14,excited,109
40387.wav,50,question,132
40388.wav,19,neutral,3
40389.wav,1,bored,49
40392.wav,80,question,126
40393.wav,70,question,60
40394.wav,4,question,46
40396.wav,40,neutral,22
40398.wav,70,question,54
40399.wav,20,excited,14
40400.wav,30,neutral,26
40402.wav,1000,question,44
40403.wav,18,question,136
40404.wav,10,question,38
40405.wav,14,question,150
40408.wav,40,bored,61
40411.wav,9,question,150
40412.wav,19,excited,93
40414.wav,60,bored,30
40415.wav,12,question,94
40416.wav,50,bored,19
40417.wav,11,excited,19
40418.wav,13,bored,96
40422.wav,13,question,7
40423.wav,1,bored,29
40424.wav,60,neutral,82
40425.wav,1,bored,134
40426.wav,4,excited,35
40427.wav,30,bored,67
40428.wav,10,excited,146
40429.wav,80,excited,9
40430.wav,20,bored,60
40431.wav,8,bored,122
40433.wav,100,excited,41
40434.wav,3,neutral,70
40436.wav,17,excited,93
40437.wav,60,neutral,137
40440.wav,6,bored,112
40441.wav,17,question,41
40443.wav,17,bored,99
40444.wav,16,bored,37
40445.wav,18,excited,15
40446.wav,0,neutral,73
40447.wav,1000,question,20
40448.wav,80,excited,35
40449.wav,50,neutral,81
40450.wav,1000000000,bored,129
40452.wav,80,question,7
40453.wav,3,neutral,65
40454.wav,30,neutral,130
40455.wav,13,neutral,108
40457.wav,90,excited,136
40458.wav,60,excited,34
40459.wav,90,bored,44
40461.wav,50,neutral,47
40463.wav,19,bored,129
40464.wav,12,question,42
40465.wav,16,question,59
40466.wav,50,question,24
40467.wav,1,bored,94
40468.wav,20,question,17
40469.wav,50,question,92
40470.wav,80,question,21
40471.wav,1000000,neutral,134
40473.wav,30,bored,54
40474.wav,11,neutral,94
40475.wav,5,question,21
40476.wav,14,question,134
40478.wav,16,question,134
40479.wav,16,neutral,121
40481.wav,7,neutral,153
40482.wav,90,excited,48
40484.wav,1000000,excited,133
40486.wav,5,neutral,126
40488.wav,12,question,105
40489.wav,30,excited,77
40490.wav,40,question,93
40491.wav,11,excited,92
40492.wav,15,excited,129
40493.wav,1000000,question,50
40494.wav,15,question,99
40495.wav,60,excited,131
40496.wav,3,question,2
40497.wav,13,excited,150
40498.wav,2,bored,45
40499.wav,13,bored,120
40500.wav,100,question,40
40501.wav,17,question,136
40502.wav,13,question,148
40503.wav,60,neutral,72
40506.wav,5,question,40
40507.wav,7,excited,73
40509.wav,3,excited,96
40510.wav,40,neutral,18
40512.wav,2,bored,145
40513.wav,60,neutral,40
40514.wav,18,question,47
40515.wav,16,excited,116
40516.wav,90,neutral,95
40517.wav,19,excited,143
40519.wav,20,neutral,129
40520.wav,8,bored,98
40522.wav,10,question,119
40525.wav,3,excited,63
40526.wav,40,neutral,32
40528.wav,9,excited,87
40532.wav,2,excited,97
40533.wav,50,excited,5
40534.wav,6,neutral,7
40535.wav,9,bored,33
40536.wav,90,neutral,109
40538.wav,9,question,131
40541.wav,7,bored,128
40542.wav,60,question,103
40543.wav,90,excited,54
40544.wav,20,excited,18
40547.wav,5,neutral,7
40550.wav,9,question,33
40551.wav,16,excited,45
40552.wav,90,question,150
40554.wav,16,excited,38
40556.wav,3,excited,37
40557.wav,80,excited,95
40558.wav,11,neutral,66
40559.wav,7,bored,134
40560.wav,17,excited,103
40561.wav,1000000000,excited,100
40562.wav,1000000,question,105
40563.wav,40,neutral,37
40564.wav,60,neutral,138
40565.wav,19,excited,67
40566.wav,6,question,129
40567.wav,20,question,85
40569.wav,30,neutral,131
40570.wav,90,excited,116
40573.wav,16,neutral,14
40574.wav,7,neutral,63
40575.wav,11,neutral,96
40576.wav,9,bored,107
40577.wav,6,question,133
40578.wav,13,question,56
40579.wav,80,excited,85
40581.wav,0,excited,90
40582.wav,80,bored,94
40583.wav,5,question,130
40585.wav,11,neutral,11
40587.wav,6,bored,57
40588.wav,20,question,18
40592.wav,12,excited,52
40593.wav,100,excited,100
40594.wav,5,excited,138
40596.wav,18,excited,100
40597.wav,50,bored,96
40598.wav,5,excited,35
40599.wav,14,question,46
40600.wav,9,excited,42
40602.wav,16,bored,94
40605.wav,4,bored,13
40606.wav,2,bored,139
40607.wav,1000000,excited,19
40608.wav,11,bored,61
40609.wav,9,excited,81
40610.wav,7,question,62
40611.wav,18,bored,35
40612.wav,13,excited,70
40613.wav,0,bored,57
40615.wav,17,neutral,132
40618.wav,13,bored,40
40619.wav,90,bored,137
40621.wav,12,question,82
40622.wav,5,excited,57
40623.wav,4,question,94
40626.wav,0,excited,0
40628.wav,14,neutral,0
40629.wav,19,neutral,78
40633.wav,18,bored,46
40635.wav,13,excited,129
40636.wav,14,bored,95
40638.wav,5,neutral,140
40639.wav,80,bored,17
40640.wav,80,excited,39
40643.wav,17,excited,121
40644.wav,80,neutral,80
40645.wav,7,bored,24
40646.wav,0,question,120
40647.wav,40,excited,48
40648.wav,3,neutral,37
40649.wav,4,excited,113
40651.wav,14,neutral,128
40652.wav,1000000000,neutral,61
40653.wav,15,bored,119
40655.wav,16,neutral,112
40657.wav,3,bored,135
40659.wav,40,question,70
40661.wav,30,bored,59
40663.wav,8,excited,45
40664.wav,20,bored,41
40665.wav,9,question,32
40667.wav,80,question,113
40668.wav,4,bored,142
40669.wav,2,question,44
40670.wav,15,excited,138
40672.wav,12,question,68
40674.wav,13,neutral,101
40675.wav,40,neutral,19
40676.wav,80,neutral,112
40677.wav,5,question,59
40681.wav,4,bored,101
40682.wav,14,excited,54
40683.wav,70,bored,46
40684.wav,10,bored,35
40685.wav,10,question,76
40686.wav,1000,question,5
40687.wav,1000000000,neutral,9
40689.wav,14,question,111
40690.wav,1,neutral,142
40692.wav,18,excited,47
40693.wav,1,neutral,105
40694.wav,60,question,100
40696.wav,30,neutral,82
40697.wav,50,excited,84
40699.wav,4,neutral,119
40700.wav,1000,question,152
40702.wav,9,question,68
40703.wav,0,bored,39
40706.wav,13,bored,105
40707.wav,90,neutral,37
40708.wav,20,neutral,44
40709.wav,100,bored,83
40710.wav,11,neutral,51
40711.wav,14,neutral,88
40712.wav,9,excited,122
40713.wav,50,excited,45
40714.wav,3,neutral,100
40715.wav,80,bored,95
40716.wav,17,excited,97
40718.wav,14,question,108
40721.wav,15,bored,142
40723.wav,20,bored,139
40724.wav,10,bored,69
40725.wav,3,excited,1
40727.wav,9,excited,65
40728.wav,12,bored,111
40731.wav,7,excited,33
40732.wav,13,question,118
40735.wav,11,question,86
40736.wav,7,question,137
40737.wav,12,excited,96
40738.wav,1000000000,neutral,101
40740.wav,18,excited,112
40744.wav,6,excited,33
40747.wav,50,neutral,110
40748.wav,17,bored,61
40750.wav,10,question,95
40752.wav,1,bored,116
40753.wav,14,excited,63
40754.wav,50,excited,48
40755.wav,0,excited,142
40757.wav,1,neutral,87
40758.wav,3,bored,17
40759.wav,4,question,33
40761.wav,5,neutral,147
40762.wav,70,bored,100
40763.wav,8,question,47
40764.wav,14,neutral,22
40765.wav,17,neutral,107
40766.wav,7,bored,13
40767.wav,10,bored,27
40768.wav,70,question,121
40769.wav,15,bored,78
40770.wav,18,question,9
40771.wav,2,bored,33
40772.wav,16,question,72
40774.wav,1,excited,135
40775.wav,80,excited,4
40776.wav,1,question,108
40777.wav,60,neutral,141
40779.wav,11,bored,112
40780.wav,15,neutral,104
40781.wav,9,neutral,103
40783.wav,6,neutral,48
40784.wav,4,bored,103
40786.wav,15,excited,125
40787.wav,80,bored,91
40788.wav,1000000000,question,65
40791.wav,19,excited,110
40792.wav,18,excited,7
40795.wav,8,bored,76
40797.wav,18,bored,7
40798.wav,1,bored,135
40799.wav,70,question,52
40801.wav,1000000000,bored,38
40803.wav,50,neutral,70
40805.wav,4,question,75
40806.wav,12,neutral,34
40808.wav,19,neutral,24
40809.wav,10,neutral,17
40810.wav,7,bored,3
40811.wav,6,bored,144
40813.wav,70,neutral,64
40814.wav,20,neutral,150
40817.wav,13,bored,50
40819.wav,3,bored,12
40820.wav,0,neutral,56
40821.wav,1000000000,bored,150
40823.wav,19,excited,60
40824.wav,20,neutral,104
40825.wav,1000,neutral,75
40826.wav,1000,bored,30
40827.wav,3,bored,67
40829.wav,20,neutral,79
40830.wav,12,bored,58
40831.wav,17,excited,77
40832.wav,70,bored,56
40833.wav,5,bored,73
40834.wav,12,neutral,19
40835.wav,5,question,23
40836.wav,1,excited,35
40837.wav,40,neutral,96
40838.wav,1000,bored,99
40840.wav,8,bored,81
40842.wav,50,question,52
40843.wav,1000000000,excited,140
40844.wav,8,neutral,128
40846.wav,14,excited,142
40847.wav,1000000000,excited,15
40848.wav,15,question,26
40851.wav,1000,bored,77
40852.wav,12,excited,89
40853.wav,70,bored,85
40854.wav,70,bored,106
40855.wav,11,bored,137
40856.wav,12,question,43
40860.wav,1,neutral,10
40861.wav,19,question,103
40862.wav,8,bored,54
40863.wav,20,bored,24
40864.wav,50,excited,54
40865.wav,100,neutral,57
40866.wav,1000000,question,23
40867.wav,13,excited,37
40869.wav,1000,neutral,4
40873.wav,12,question,49
40877.wav,60,excited,55
40878.wav,30,bored,57
40879.wav,100,neutral,98
40880.wav,15,question,116
40881.wav,18,neutral,90
40882.wav,18,neutral,79
40884.wav,70,excited,2
40885.wav,0,excited,45
40886.wav,100,excited,4
40887.wav,14,excited,84
40888.wav,9,excited,23
40889.wav,30,excited,114
40892.wav,7,excited,48
40893.wav,18,excited,116
40894.wav,60,bored,45
40895.wav,30,question,87
40897.wav,7,question,59
40898.wav,1000,question,13
40900.wav,40,bored,140
40901.wav,1000000,question,56
40902.wav,5,neutral,59
40903.wav,2,excited,44
40908.wav,8,bored,139
40909.wav,80,question,47
40910.wav,13,bored,26
40912.wav,20,neutral,109
40913.wav,0,bored,93
40914.wav,1000000,bored,126
40915.wav,17,bored,122
40916.wav,100,neutral,55
40917.wav,1000000000,question,97
40920.wav,8,question,68
40921.wav,9,excited,33
40922.wav,1000,neutral,59
40923.wav,16,bored,133
40924.wav,7,neutral,148
40925.wav,14,bored,141
40926.wav,90,excited,27
40927.wav,5,excited,16
40928.wav,0,neutral,4
40933.wav,90,neutral,84
40934.wav,100,excited,32
40935.wav,12,question,136
40938.wav,100,excited,100
40939.wav,4,excited,45
40940.wav,1,excited,87
40941.wav,80,bored,124
40943.wav,30,excited,110
40944.wav,10,question,106
40945.wav,100,excited,37
40946.wav,1000000000,neutral,63
40947.wav,0,neutral,136
40953.wav,16,bored,70
40954.wav,8,excited,113
40955.wav,18,bored,90
40956.wav,50,neutral,88
40957.wav,5,bored,76
40958.wav,90,excited,132
40959.wav,30,excited,57
40960.wav,1000,bored,23
40961.wav,16,question,141
40962.wav,16,bored,65
40964.wav,0,neutral,97
40965.wav,18,question,132
40966.wav,12,excited,110
40967.wav,1000,excited,111
40968.wav,5,question,148
40969.wav,50,neutral,139
40971.wav,16,question,72
40972.wav,3,excited,130
40973.wav,12,neutral,89
40974.wav,1000000,excited,15
40975.wav,6,question,42
40976.wav,2,excited,126
40978.wav,40,neutral,61
40980.wav,2,question,148
40981.wav,11,bored,69
40982.wav,80,bored,153
40983.wav,1000000000,excited,130
40985.wav,13,neutral,26
40986.wav,3,excited,145
40988.wav,13,bored,144
40989.wav,30,bored,1
40990.wav,50,bored,39
40991.wav,7,bored,113
40993.wav,7,question,45
40994.wav,60,bored,135
40995.wav,5,neutral,134
40996.wav,9,bored,2
40998.wav,7,neutral,41
41001.wav,1000,question,83
41002.wav,1,question,98
41003.wav,7,excited,138
41004.wav,14,excited,102
41005.wav,15,question,142
41007.wav,20,bored,143
41010.wav,20,excited,135
41013.wav,8,question,53
41014.wav,80,neutral,84
41016.wav,11,neutral,27
41017.wav,9,excited,93
41018.wav,70,neutral,102
41019.wav,1000000,neutral,50
41020.wav,1000000,neutral,127
41021.wav,2,bored,66
41023.wav,10,question,139
41024.wav,18,neutral,69
41025.wav,40,excited,122
41026.wav,0,neutral,122
41027.wav,1000000,excited,129
41028.wav,5,excited,110
41031.wav,9,neutral,32
41032.wav,18,neutral,49
41035.wav,18,bored,96
41037.wav,70,excited,6
41039.wav,1000000000,neutral,108
41042.wav,80,neutral,100
41043.wav,19,question,10
41044.wav,16,bored,93
41045.wav,7,question,136
41046.wav,40,neutral,1
41047.wav,20,neutral,122
41048.wav,9,excited,79
41049.wav,1000000,neutral,60
41050.wav,5,excited,12
41051.wav,2,bored,85
41052.wav,60,question,21
41053.wav,2,neutral,65
41055.wav,15,excited,15
41056.wav,100,question,97
41057.wav,30,bored,71
41064.wav,17,bored,39
41065.wav,0,excited,85
41066.wav,10,question,2
41067.wav,30,neutral,50
41068.wav,1,question,79
41071.wav,90,neutral,30
41075.wav,10,neutral,7
41080.wav,8,excited,148
41082.wav,2,neutral,84
41083.wav,9,bored,59
41084.wav,6,excited,80
41085.wav,1,question,116
41086.wav,16,excited,60
41087.wav,17,bored,4
41088.wav,18,excited,8
41090.wav,20,bored,24
41091.wav,17,bored,52
41092.wav,3,question,153
41093.wav,13,bored,9
41095.wav,12,question,50
41096.wav,10,excited,150
41097.wav,20,excited,94
41098.wav,3,bored,87
41099.wav,4,excited,22
41100.wav,3,bored,62
41102.wav,12,neutral,56
41104.wav,5,bored,0
41107.wav,30,neutral,90
41108.wav,0,excited,36
41109.wav,4,question,26
41110.wav,2,bored,144
41112.wav,14,question,83
41114.wav,18,neutral,49
41115.wav,2,question,21
41116.wav,5,excited,11
41117.wav,17,excited,96
41118.wav,11,bored,135
41120.wav,12,neutral,81
41121.wav,9,neutral,78
41124.wav,11,question,10
41126.wav,14,neutral,58
41129.wav,40,excited,96
41132.wav,17,excited,132
41134.wav,1000,neutral,138
41136.wav,1,excited,48
41137.wav,14,excited,31
41138.wav,70,question,14
41139.wav,1000000,excited,52
41140.wav,90,bored,92
41144.wav,90,neutral,56
41145.wav,4,excited,50
41147.wav,100,question,2
41149.wav,70,bored,6
41150.wav,17,bored,27
41151.wav,100,question,16
41153.wav,14,bored,16
41154.wav,9,question,129
41155.wav,16,bored,48
41157.wav,8,excited,31
41160.wav,50,neutral,50
41161.wav,40,excited,76
41163.wav,11,bored,46
41165.wav,70,neutral,37
41166.wav,15,bored,111
41168.wav,6,neutral,115
41169.wav,18,neutral,45
41170.wav,7,bored,147
41171.wav,1000,bored,1
41174.wav,15,neutral,41
41176.wav,40,excited,91
41177.wav,90,excited,106
41178.wav,1000000,neutral,11
41179.wav,5,question,22
41181.wav,40,bored,152
41182.wav,20,bored,32
41183.wav,50,excited,99
41184.wav,40,excited,61
41186.wav,40,question,54
41187.wav,11,neutral,18
41188.wav,13,neutral,141
41189.wav,6,excited,118
41191.wav,30,neutral,107
41194.wav,40,question,77
41195.wav,90,excited,39
41196.wav,40,question,52
41197.wav,10,question,129
41199.wav,20,question,125
41202.wav,16,bored,47
41203.wav,80,bored,126
41204.wav,2,excited,124
41205.wav,19,excited,140
41206.wav,14,neutral,26
41207.wav,10,excited,113
41208.wav,10,neutral,105
41209.wav,19,excited,142
41210.wav,14,neutral,110
41211.wav,20,excited,109
41212.wav,3,question,131
41213.wav,90,bored,107
41216.wav,7,neutral,66
41217.wav,80,bored,50
41218.wav,5,excited,106
41219.wav,90,excited,70
41220.wav,100,question,127
41221.wav,7,excited,88
41222.wav,19,bored,77
41224.wav,90,bored,38
41225.wav,6,bored,23
41226.wav,70,neutral,75
41230.wav,6,neutral,39
41231.wav,17,bored,97
41232.wav,90,neutral,1
41236.wav,12,bored,11
41238.wav,16,neutral,150
41239.wav,19,question,124
41240.wav,3,question,108
41241.wav,90,bored,15
41242.wav,50,question,153
41243.wav,80,neutral,48
41244.wav,90,excited,32
41245.wav,7,bored,126
41247.wav,1000000000,neutral,106
41248.wav,1000,question,70
41249.wav,2,bored,34
41250.wav,30,excited,54
41253.wav,70,neutral,4
41254.wav,1,neutral,136
41257.wav,1000,bored,64
41258.wav,0,bored,113
41259.wav,1000000,question,133
41260.wav,12,question,95
41261.wav,1000000,bored,50
41263.wav,50,neutral,133
41264.wav,16,excited,67
41265.wav,7,bored,103
41266.wav,0,bored,150
41267.wav,8,bored,100
41268.wav,70,excited,14
41270.wav,70,question,139
41272.wav,90,bored,28
41273.wav,13,neutral,129
41275.wav,15,bored,22
41276.wav,14,excited,128
41277.wav,7,question,125
41279.wav,14,neutral,28
41280.wav,7,excited,137
41282.wav,1000000000,question,116
41283.wav,70,excited,0
41288.wav,5,excited,46
41289.wav,40,neutral,84
41290.wav,5,question,36
41291.wav,2,excited,47
41293.wav,20,bored,22
41294.wav,17,neutral,148
41295.wav,70,excited,29
41296.wav,60,excited,30
41299.wav,1000,bored,113
41301.wav,9,question,24
41303.wav,80,neutral,51
41304.wav,12,bored,66
41308.wav,13,bored,65
41309.wav,15,excited,87
41310.wav,20,question,49
41311.wav,90,question,73
41312.wav,2,excited,113
41313.wav,16,bored,106
41314.wav,6,excited,89
41315.wav,10,neutral,62
41316.wav,4,excited,90
41319.wav,30,neutral,137
41321.wav,60,bored,72
41322.wav,8,neutral,132
41323.wav,9,excited,109
41326.wav,0,neutral,118
41327.wav,18,question,113
41329.wav,16,bored,152
41331.wav,100,neutral,2
41333.wav,20,bored,104
41334.wav,70,bored,108
41335.wav,13,neutral,20
41336.wav,2,bored,138
41337.wav,15,excited,45
41338.wav,6,question,47
41339.wav,2,bored,6
41340.wav,3,bored,107
41342.wav,14,question,70
41344.wav,30,excited,80
41345.wav,13,bored,44
41347.wav,2,excited,90
41348.wav,11,bored,147
41350.wav,80,bored,68
41351.wav,1,excited,67
